timestamps,open,high,low,close,volume,amount,ret_1,ret_5,ret_10,log_vol_chg,rsi_14,macd,bb_pos,atr_14,obv_slope,sma_ratio,rvol_5,rvol_20,target_up,next_ret,split
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,44998500.0,6656178037.605286,0.008247504598905886,-0.030350736087770613,-0.020462197538526183,-0.20920596285955284,50.9602105667368,-1.1128598199872743,-0.2691578845954653,0.023955928716410318,30067200.0,-0.01658091015957508,0.015331455031898035,0.01687195085268605,0,-0.003447772533457294,train
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,50547000.0,7451133455.108643,-0.003447772533457294,-0.007206304527332619,-0.04185896773428266,0.11627443820354699,49.91748844912417,-1.1496078202344933,-0.38799943294613143,0.023412004862020348,38387400.0,-0.021406090309590398,0.010166854503314868,0.016183987756869415,0,-0.014246021649447993,train
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,55479000.0,8061653354.553223,-0.014246021649447993,-0.02417571697657317,-0.051501302524921244,0.09310097248776117,45.76498117503095,-1.272179234081352,-0.6677415104445548,0.023233647443993085,-68102900.0,-0.03567365160816127,0.01119289477818471,0.016459679794654236,1,0.0041291453691869595,train
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,52238100.0,7622061362.301636,0.0041291453691869595,-0.023360042683757576,-0.06064506571751038,-0.0601924559430671,47.1185514649647,-1.2669096797013846,-0.6042660027691167,0.022860994516698437,-64259000.0,-0.03184601140653709,0.011350222250639403,0.016391654285507515,1,0.035090089703815774,train
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,70732300.0,10682699182.65686,0.035090089703815774,0.029445790114747128,-0.017435481214695292,0.3030902098306889,56.98423593383396,-0.8904454391124883,0.0390225929691009,0.022967725739549916,61942900.0,0.0020567879850075244,0.018397935894220972,0.016163106739398764,1,0.01853938339660255,train
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,87558000.0,13469047300.323486,0.01853938339660255,0.0399540544569188,0.008390683406689803,0.21339909965135462,61.24268275015223,-0.44708540643021455,0.4008371357727166,0.023386022765512285,104502400.0,0.020861205543523775,0.01927350002517777,0.015748976196859565,0,-0.014496494188358522,train
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,56182000.0,8517191542.907715,-0.014496494188358522,0.028424139049684216,0.021013001520432395,-0.44370500363532983,56.449602666449344,-0.30502182580463244,0.11739342335480189,0.023401397907920816,98867400.0,0.006105692835655319,0.021428856758059757,0.01556206034569665,1,0.00837723590066819,train
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,47204800.0,7216197545.507812,0.00837723590066819,0.05202668560740498,0.02659318620435802,-0.1741008351788622,58.444276729128376,-0.135196175869148,0.3003715637555834,0.022423101563301878,201551200.0,0.015133671636647916,0.01829668477291025,0.01503828548068136,0,-0.014914625839747453,train
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,53833600.0,8106801626.855469,-0.014914625839747453,0.03207451551175966,0.007965210776586629,0.13140222259799117,53.689918543166215,-0.18311612802036237,0.008678027074373812,0.02318103615849025,95479500.0,0.0004351189548073009,0.0215945660819868,0.014885325506466375,0,-0.0138787196275717,train
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,68572400.0,10183001400.0,-0.0138787196275717,-0.016751630800143302,0.012200894309983168,0.241992309877606,49.69882740327098,-0.35245989142394185,-0.2494968091274434,0.023429927745962927,-43825200.0,-0.012672370199489524,0.015696206669719544,0.015126907795904854,1,0.013266001486216261,train
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,84457100.0,12708259940.097046,0.013266001486216261,-0.021842297148521927,0.017239068978660788,0.20835358898032297,53.22813296253431,-0.32912958076272614,0.01192343900316113,0.024053906115082353,-46926100.0,0.0006051401172628701,0.013943305427736537,0.015444320405828995,1,0.01408915464869298,train
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,73695900.0,11245257111.117554,0.01408915464869298,0.006530278327950834,0.035140034916861795,-0.13629654469551156,56.74533377543432,-0.17593549367998196,0.30459934200325395,0.02357020010386864,82951800.0,0.01512810323677849,0.014578271540786619,0.015174573146495686,1,0.0026214638237991306,train
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,77167900.0,11805917444.895935,0.0026214638237991306,0.0007850486021443448,0.05285257768635976,0.046036400129715105,57.39633111434756,-0.05874048791215136,0.3609044108444788,0.02338411369120321,112914900.0,0.01786032238032287,0.014108047716308738,0.01515863482579597,1,0.018694035607962345,train
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,76161100.0,11869707899.850464,0.018694035607962345,0.034929343871041185,0.06812420116460816,-0.013132733624416915,61.82073430870939,0.18687222437616424,0.729349682157337,0.02352443704156165,242909600.0,0.03670890704520824,0.01305137168328485,0.015424738267275208,0,-0.00545400109224925,train
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,98944600.0,15336413000.0,-0.00545400109224925,0.04377104377104368,0.026286176605911038,0.2617092608632241,59.831977607892895,0.2629093621865799,0.5902447407251817,0.02309755495321943,212537400.0,0.0306125116895426,0.009836671148822114,0.015282395887338712,1,0.015483831590221708,train
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,73641400.0,11591155910.528564,0.015483831590221708,0.04605564311531185,0.02320738492449914,-0.2953527264790772,63.41104802523056,0.43548200651955815,0.7761540700188752,0.022786162917739765,201721700.0,0.0448855616145456,0.010142485019130879,0.015507911320670068,1,0.011944122971497162,train
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,73938300.0,11776892333.743286,0.011944122971497162,0.043842994966669435,0.05065958025448358,0.004023593983816909,65.9690309002712,0.6253376573134186,0.8191428004500608,0.022191399576618937,201964100.0,0.053588958704188006,0.009920949243652518,0.014134479138028925,0,-0.009103446505241086,train
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,75701800.0,11948015232.614136,-0.009103446505241086,0.03163602957127076,0.03244591399420749,0.023570976287626166,62.348545634714064,0.6021352064129775,0.5931234517866976,0.022755225113323386,49094400.0,0.04092677334570349,0.012700717285000754,0.014418263063947272,1,0.006969466083539766,train
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,67622100.0,10747179857.720947,0.006969466083539766,0.019762505304105726,0.05538214051866719,-0.11286708395556744,63.964267848832584,0.6079702515842849,0.6133821482212886,0.02272292230312011,40555400.0,0.044897748552389594,0.010780520996721476,0.014445454979942998,1,0.008305589788276002,train
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,59196500.0,9486239125.0,0.008305589788276002,0.03387096774193554,0.07912457912457915,-0.13307243207272634,65.85769967024223,0.6443548045732834,0.6490950547295776,0.02203592182396654,198696500.0,0.04890756606344149,0.009447936183802344,0.013585581505258256,0,-0.012293299349161457,train
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,52390300.0,8292336620.046997,-0.012293299349161457,0.0055908825726591616,0.05190401738043704,-0.12214095663859581,60.72921756053707,0.4865505846134974,0.4336980446139723,0.022025318455296664,72664800.0,0.03251225650914691,0.011038978154235782,0.014056485519863528,0,-0.003980318976947728,train
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,45992200.0,7250670049.285889,-0.003980318976947728,-0.010233581713364304,0.03316074238175504,-0.13024964013816387,59.14305339773901,0.2997114504075178,0.34487234406608885,0.0216710559259814,-47265700.0,0.024979159021651043,0.00931379418573804,0.014070804163682095,1,0.019790742129842442,train
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,51305700.0,8248417608.201599,0.019790742129842442,0.018627652583780074,0.050852987123034765,0.10933003796974816,64.13851397298718,0.34310232067954605,0.5876518706263467,0.021243192019042702,79741800.0,0.04003729129955347,0.012304152733176758,0.013873912156958178,1,0.009889881791605992,train
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,49501700.0,8037096042.21344,0.009889881791605992,0.021581879397475134,0.041770896707646,-0.035794843985872404,66.39356728213716,0.43009835523218687,0.6942485347342905,0.020280541348394743,61621400.0,0.044764120659053885,0.01256131806400903,0.013911156144886387,1,0.015644205941022005,train
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,68749800.0,11336841600.38452,0.015644205941022005,0.029017122598966383,0.06387092836441521,0.32846680937644734,69.67422940492428,0.5995110908172796,0.8046559411331417,0.019880330594644606,71174700.0,0.05639438665377905,0.013531426247140654,0.012318681457177466,1,0.00770166355044366,train
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,56976200.0,9467735049.673462,0.00770166355044366,0.049848366505550246,0.05571794544178066,-0.18784018766665866,71.18869468312342,0.7292859834208167,0.7782202059611988,0.0192090095668674,180541200.0,0.060339210553223666,0.009059215345006436,0.011898637111912044,0,-0.003249643690696802,train
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,46278300.0,7665075054.968262,-0.003249643690696802,0.05061853025866858,0.03986693967969179,-0.20796046400116808,69.59719314786055,0.7102416236623132,0.6486583349993408,0.018641157378510666,180255100.0,0.05218358937973222,0.008782842184253955,0.011228716047153591,0,-0.011290287513422759,train
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,51511700.0,8435555709.037781,-0.011290287513422759,0.018597935901698337,0.03757202437423057,0.1071357954170793,64.24108612163391,0.5124212086003128,0.4533885730430802,0.0191778727340653,77437700.0,0.03671812772841054,0.010839633312393506,0.011721250964144534,1,0.005495903672834368,train
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,45390100.0,7473934032.223511,0.005495903672834368,0.014166069494404576,0.03605367929524417,-0.12651494412066455,65.61273438896276,0.3885257622092104,0.48001222232232704,0.01899472249162777,73326100.0,0.03779384818932252,0.010384892846243679,0.010891670273089585,0,-0.01597233586979263,train
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,47716900.0,7731569248.751831,-0.01597233586979263,-0.017404458601673056,0.011107636688280076,0.049991612170916966,58.54554682725731,0.0912970800867905,0.24267094122084398,0.019943276001490238,-43140600.0,0.016882135056812464,0.010279920985001476,0.011086256320569997,0,-0.007591160506113748,train
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,47644200.0,7661187505.39856,-0.007591160506113748,-0.032316273553351205,0.015921179504017946,-0.0015247309974348866,55.532950381975766,-0.20985506840539703,0.09607099486804006,0.019482197091081527,-147761000.0,0.005902190862546508,0.008190342503960685,0.011191585727003572,0,-0.004353214769634461,train
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,50133100.0,8026309615.988159,-0.004353214769634461,-0.03338766296124607,0.015540832869552546,0.05092056572927106,53.835136280173614,-0.46337789028249965,-0.01488012715300836,0.019186929022887447,-151615800.0,-0.0008237672000095397,0.008094437504880536,0.011021670158855258,1,0.03410363052421039,train
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,68445600.0,11331853368.896484,0.03410363052421039,0.010991714167911004,0.029794073265154042,0.31135779525342855,63.26836127176405,-0.27958528673381,0.5690988453542694,0.019688052030731058,-31658500.0,0.029214741955431833,0.019349784307712486,0.013098084450017276,0,-0.0021139819394035975,train
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,49386500.0,8159143996.574402,-0.0021139819394035975,0.0033402346624893386,0.017553622153250403,-0.3263621560393162,62.388323415992524,-0.20146882448957903,0.483124824779256,0.019401367167424174,-126435100.0,0.024059649225901536,0.01933843634121404,0.012692691787630639,1,0.0001209915432451858,train
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,41516200.0,6859721548.623657,0.0001209915432451858,0.019749410432329473,0.002001224034379634,-0.17359339114427996,62.42047374589339,-0.1696126759335117,0.45727792485082824,0.018601301096664725,-37202000.0,0.020946591390728075,0.017049792686181012,0.012557843225634706,1,0.0075047238711354325,train
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,49923000.0,8310681870.941162,0.0075047238711354325,0.035261181973487155,0.0018053984176662485,0.18439810184195338,64.45055089650197,-0.09017636459532641,0.5687382745036571,0.01807936879878325,60365200.0,0.025734249807456866,0.015764903259143512,0.01227308278054497,1,0.006968244450070493,train
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,47720200.0,7999337359.008789,0.006968244450070493,0.047033094892127814,0.01207510681059909,-0.045127029148911646,66.28539733222559,0.01001808850782826,0.6433631516783279,0.01778822076598281,158218500.0,0.030231544394246024,0.014477672200605033,0.012129177323731168,0,-0.0058462742813449875,train
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,52456400.0,8741858739.831543,-0.0058462742813449875,0.006583693850954919,0.017647774099844638,0.09462755814290347,63.312286408720034,-0.0186225847269208,0.47393195814299927,0.0176048660593515,37316500.0,0.021440094141506272,0.005803847600036739,0.011984380308840473,0,-0.00978091619394783,train
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,58337300.0,9626821495.243835,-0.00978091619394783,-0.0011500661805269319,0.0021863269910420424,0.10625933265104237,58.60403799482393,-0.16795090133322876,0.22239400616124758,0.017443793842019543,28365700.0,0.009565260641118956,0.007657083020285429,0.012259090869995945,1,0.001878545331279513,train
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,41949600.0,6935527444.812012,0.001878545331279513,0.000605253925446636,0.0203666177659656,-0.3297727785402209,59.22508229668358,-0.26090761367884285,0.2365663342315661,0.01690622237208442,28799100.0,0.009892471723197405,0.007715998953673161,0.012167692139665705,0,-0.0094356592349637,train
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,48714100.0,7977908365.129089,-0.0094356592349637,-0.016219120132416998,0.018470156494631018,0.1494996148871799,54.771878540482014,-0.43240281061004326,-0.03511410809296153,0.016973445293628476,-69838000.0,-0.0013110731901723183,0.007388676355040418,0.012011346408098561,0,-6.112087295517821e-05,train
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,45498800.0,7450883238.067627,-6.112087295517821e-05,-0.023086620910630073,0.02286063874946942,-0.06828256247081654,54.7434350027366,-0.5442322131660493,-0.10627954546316445,0.016843740286404316,-163057000.0,-0.003229073695458884,0.005346485272079461,0.011944305021705912,1,0.02839526936524983,train
