timestamps,open,high,low,close,volume,amount
2016-08-26,26.852500915527344,26.987499237060547,26.577499389648438,26.735000610351562,111065200.0,2969328189.7888184
2016-08-29,26.655000686645508,26.860000610351562,26.572500228881836,26.704999923706055,99881200.0,2667327438.379669
2016-08-30,26.450000762939453,26.625,26.375,26.5,99455600.0,2635573400.0
2016-08-31,26.415000915527344,26.642499923706055,26.40999984741211,26.524999618530273,118649600.0,3147180594.7387695
2016-09-01,26.53499984741211,26.700000762939453,26.405000686645508,26.6825008392334,106806000.0,2849851184.6351624
2016-09-02,26.924999237060547,27.0,26.704999923706055,26.9325008392334,107210000.0,2887433414.9742126
2016-09-06,26.975000381469727,27.075000762939453,26.877500534057617,26.924999237060547,107521600.0,2895018997.9675293
2016-09-07,26.957500457763672,27.190000534057617,26.767499923706055,27.09000015258789,169457200.0,4590595573.857117
2016-09-08,26.8125,26.8174991607666,26.309999465942383,26.3799991607666,212008000.0,5592770862.075806
2016-09-09,26.15999984741211,26.43000030517578,25.782499313354492,25.782499313354492,186228000.0,4801423282.12738
2016-09-12,25.662500381469727,26.43000030517578,25.63249969482422,26.360000610351562,181171200.0,4775672942.578125
2016-09-13,26.877500534057617,27.197500228881836,26.809999465942383,26.987499237060547,248704800.0,6711920600.253296
2016-09-14,27.1825008392334,28.25749969482422,27.149999618530273,27.9424991607666,443554800.0,12394029626.753998
2016-09-15,28.46500015258789,28.9325008392334,28.372499465942383,28.892499923706055,359934400.0,10399404624.539185
2016-09-16,28.780000686645508,29.032499313354492,28.510000228881836,28.729999542236328,319547600.0,9180602401.722717
2016-09-19,28.797500610351562,29.045000076293945,28.3125,28.395000457763672,188092000.0,5340872426.101685
2016-09-20,28.262500762939453,28.530000686645508,28.127500534057617,28.392499923706055,138057200.0,3919789040.4670715
2016-09-21,28.462499618530273,28.497499465942383,28.110000610351562,28.387500762939453,144012800.0,4088163469.873047
2016-09-22,28.587499618530273,28.735000610351562,28.5,28.655000686645508,124296000.0,3561701965.34729
2016-09-23,28.604999542236328,28.697500228881836,27.887500762939453,28.177499771118164,209924800.0,5915156003.952026
2016-09-26,27.90999984741211,28.34749984741211,27.887500762939453,28.219999313354492,119477600.0,3371657789.9612427
2016-09-27,28.25,28.295000076293945,28.084999084472656,28.272499084472656,98429600.0,2782850775.88501
2016-09-28,28.422500610351562,28.65999984741211,28.357500076293945,28.487499237060547,118564400.0,3377603254.5425415
2016-09-29,28.290000915527344,28.450000762939453,27.950000762939453,28.045000076293945,143548000.0,4025803670.9518433
2016-09-30,28.114999771118164,28.342500686645508,27.950000762939453,28.262500762939453,145516400.0,4112657366.0202026
2016-10-03,28.177499771118164,28.262500762939453,28.06999969482422,28.1299991607666,86807200.0,2441886463.1484985
2016-10-04,28.264999389648438,28.577499389648438,28.157499313354492,28.25,118947200.0,3360258400.0
2016-10-05,28.350000381469727,28.415000915527344,28.172500610351562,28.262500762939453,85812400.0,2425273020.4696655
2016-10-06,28.424999237060547,28.584999084472656,28.282499313354492,28.47249984741211,115117200.0,3277674459.4345093
2016-10-07,28.577499389648438,28.639999389648438,28.377500534057617,28.514999389648438,97433600.0,2778319044.53125
2016-10-10,28.7549991607666,29.1875,28.68000030517578,29.012500762939453,144944000.0,4205187910.583496
2016-10-11,29.424999237060547,29.672500610351562,29.049999237060547,29.075000762939453,256164000.0,7447968495.437622
2016-10-12,29.337499618530273,29.4950008392334,29.1875,29.334999084472656,150347200.0,4410434974.353027
2016-10-13,29.197500228881836,29.360000610351562,28.93000030517578,29.2450008392334,140769600.0,4116807070.13855
2016-10-14,29.469999313354492,29.542499542236328,29.282499313354492,29.407499313354492,142608800.0,4193768188.078308
2016-10-17,29.332500457763672,29.459999084472656,29.19499969482422,29.387500762939453,94499600.0,2777107067.097473
2016-10-18,29.545000076293945,29.552499771118164,29.362499237060547,29.36750030517578,98214000.0,2884299674.972534
2016-10-19,29.3125,29.440000534057617,28.450000762939453,29.280000686645508,80138400.0,2346452407.0266724
2016-10-20,29.21500015258789,29.344999313354492,29.082500457763672,29.264999389648438,96503200.0,2824166089.099121
2016-10-21,29.202499389648438,29.227500915527344,29.06999969482422,29.149999618530273,92770800.0,2704268784.6107483
2016-10-24,29.274999618530273,29.434999465942383,29.25,29.412500381469727,94154800.0,2769328090.917206
2016-10-25,29.487499237060547,29.59000015258789,29.327499389648438,29.5625,192516000.0,5691254250.0
2016-10-26,28.577499389648438,28.924999237060547,28.327499389648438,28.897499084472656,264536800.0,7644451935.809326
2016-10-27,28.84749984741211,28.96500015258789,28.524999618530273,28.6200008392334,138248000.0,3956657876.022339
2016-10-28,28.467500686645508,28.802499771118164,28.362499237060547,28.43000030517578,151446800.0,4305632570.2178955
2016-10-31,28.412500381469727,28.5575008392334,28.299999237060547,28.385000228881836,105677600.0,2999658700.187683
2016-11-01,28.364999771118164,28.4424991607666,27.63249969482422,27.872499465942383,175303200.0,4886138348.377991
2016-11-02,27.850000381469727,28.087499618530273,27.8075008392334,27.897499084472656,113326800.0,3161534299.246216
2016-11-03,27.7450008392334,27.864999771118164,27.387500762939453,27.457500457763672,107730400.0,2958007507.3150635
2016-11-04,27.13249969482422,27.5625,27.02750015258789,27.209999084472656,123348000.0,3356298967.071533
2016-11-07,27.520000457763672,27.627500534057617,27.364999771118164,27.602500915527344,130240000.0,3594949719.2382812
2016-11-08,27.577499389648438,27.93000030517578,27.424999237060547,27.764999389648438,97016800.0,2693671392.7856445
2016-11-09,27.469999313354492,27.829999923706055,27.012500762939453,27.719999313354492,236705600.0,6561479069.467163
2016-11-10,27.772499084472656,27.772499084472656,26.457500457763672,26.947500228881836,228538000.0,6158527807.308197
2016-11-11,26.780000686645508,27.217500686645508,26.637500762939453,27.107500076293945,136575600.0,3702223087.4198914
2016-11-14,26.927499771118164,26.952499389648438,26.020000457763672,26.427499771118164,204702000.0,5409762058.14743
2016-11-15,26.642499923706055,26.920000076293945,26.540000915527344,26.77750015258789,129058000.0,3455850614.692688
2016-11-16,26.674999237060547,27.5575008392334,26.649999618530273,27.497499465942383,235362000.0,6471866469.303131
2016-11-17,27.452499389648438,27.587499618530273,27.207500457763672,27.487499237060547,110528000.0,3038138315.673828
2016-11-18,27.43000030517578,27.635000228881836,27.415000915527344,27.514999389648438,113715600.0,3128884664.593506
2016-11-21,27.530000686645508,27.997499465942383,27.502500534057617,27.9325008392334,117058400.0,3269733856.239319
2016-11-22,27.987499237060547,28.104999542236328,27.850000381469727,27.950000762939453,103862000.0,2902942979.2404175
2016-11-23,27.84000015258789,27.877500534057617,27.582500457763672,27.8075008392334,109705600.0,3050638564.0686035
2016-11-25,27.782499313354492,27.967500686645508,27.737499237060547,27.947500228881836,45903600.0,1282890871.5065002
2016-11-28,27.857500076293945,28.11750030517578,27.84749984741211,27.892499923706055,108776000.0,3034034571.70105
2016-11-29,27.69499969482422,28.00749969482422,27.517499923706055,27.864999771118164,114115200.0,3179820021.8811035
2016-11-30,27.899999618530273,28.049999237060547,27.5674991607666,27.6299991607666,144649200.0,3996657274.6055603
2016-12-01,27.592500686645508,27.735000610351562,27.25749969482422,27.372499465942383,148347600.0,4060644601.773834
2016-12-02,27.292499542236328,27.522499084472656,27.212499618530273,27.475000381469727,106112000.0,2915427240.4785156
2016-12-05,27.5,27.50749969482422,27.0625,27.27750015258789,137298000.0,3745146215.950012
2016-12-06,27.375,27.59000015258789,27.297500610351562,27.487499237060547,104782000.0,2880195145.057678
